VisitID,TreeID,score,note,date
2958,872,<1,"NA
",10/04/2015
2959,933,0,"NA
",10/04/2015
2960,1960,<1,"NA
",10/04/2015
2961,962,0,"NA
",10/04/2015
2962,1555,0,"NA
",10/04/2015
2963,230,0,"NA
",10/04/2015
2964,322,0,"NA
",10/04/2015
2965,608,0,"NA
",10/04/2015
2966,609,0,"NA
",10/04/2015
2967,460,0,"NA
",10/04/2015
2968,465,0,"NA
",10/04/2015
2969,469,0,"NA
",10/04/2015
2970,477,0,"NA
",10/04/2015
2971,478,0,"NA
",10/04/2015
2972,473,0,"NA
",10/04/2015
2973,476,0,"NA
",10/04/2015
2974,468,0,"NA
",10/04/2015
2975,26,0,"NA
",10/04/2015
2976,27,0,"NA
",10/04/2015
2977,4,<2,"NA
",10/04/2015
2978,2,0,"NA
",10/04/2015
2979,3,<1,"NA
",10/04/2015
2980,1621,0,"NA
",11/04/2015
2981,1423,<1,"NA
",11/04/2015
2982,639,0,"NA
",11/04/2015
2983,1374,0,"NA
",11/04/2015
2984,657,<1,"NA
",11/04/2015
2985,652,<1,"NA
",11/04/2015
2986,80,<1,"NA
",11/04/2015
2987,83,0,"NA
",11/04/2015
2988,88,0,"NA
",11/04/2015
2989,89,0,"NA
",11/04/2015
2990,90,0,"NA
",11/04/2015
2991,93,0,"NA
",11/04/2015
2992,94,0,"NA
",11/04/2015
2993,95,<3,"NA
",11/04/2015
2994,96,<1,"NA
",11/04/2015
2995,97,0,"NA
",11/04/2015
2996,98,<1,"NA
",11/04/2015
2997,77,0,"NA
",11/04/2015
2998,92,0,"NA
",11/04/2015
2999,694,<1,"NA
",11/04/2015
3000,324,0,"NA
",10/04/2015
3001,325,<1,"NA
",10/04/2015
3002,326,0,"NA
",10/04/2015
3003,579,0,"NA
",10/04/2015
3004,580,0,"NA
",10/04/2015
3005,581,0,"NA
",10/04/2015
3006,693,0,"NA
",11/04/2015
3007,726,0,"NA
",11/04/2015
3008,727,0,"NA
",11/04/2015
3009,1417,0,"NA
",11/04/2015
3010,1420,0,"NA
",11/04/2015
3011,761,0,"NA
",11/04/2015
3012,756,0,"NA
",11/04/2015
3013,764,0,"NA
",11/04/2015
3014,767,0,"NA
",11/04/2015
3015,1333,0,"NA
",11/04/2015
3016,1351,0,"NA
",11/04/2015
3017,1352,0,"NA
",11/04/2015
3018,1356,0,"NA
",11/04/2015
3019,1361,>1,"NA
",11/04/2015
3020,1524,0,"NA
",11/04/2015
3021,1531,0,"NA
",11/04/2015
3022,1532,0,"NA
",11/04/2015
3023,1544,0,"NA
",11/04/2015
3024,1488,>2,"NA
",11/04/2015
3025,1491,0,"NA
",11/04/2015
3026,1542,0,"NA
",11/04/2015
3027,1677,0,"NA
",11/04/2015
3028,1679,0,"NA
",11/04/2015
3029,1683,0,"NA
",11/04/2015
3030,1690,>1,"NA
",11/04/2015
3031,1702,0,"NA
",11/04/2015
3032,1704,0,"NA
",11/04/2015
3033,1707,0,"NA
",11/04/2015
3034,925,0,"NA
",11/04/2015
3035,1483,0,"NA
",11/04/2015
3036,1484,0,"NA
",11/04/2015
3037,1697,0,"NA
",11/04/2015
3038,119,<1,"NA
",11/04/2015
3039,130,>1,"NA
",11/04/2015
3040,127,0,"NA
",11/04/2015
3041,128,>1,"NA
",11/04/2015
3042,1466,>1,"NA
",11/04/2015
3043,104,0,"NA
",11/04/2015
3044,116,<2,"NA
",11/04/2015
3045,1715,0,"NA
",11/04/2015
3046,1740,0,"NA
",11/04/2015
3047,1746,0,"NA
",11/04/2015
3048,1748,0,"NA
",11/04/2015
3049,1749,0,"NA
",11/04/2015
3050,1759,0,"NA
",11/04/2015
3051,1719,0,"NA
",11/04/2015
3052,1722,<1,"NA
",11/04/2015
3053,1731,0,"NA
",11/04/2015
3054,1736,<3,"NA
",11/04/2015
3055,1737,>2,"NA
",11/04/2015
3056,1426,>2,"NA
",11/04/2015
3057,1427,0,"NA
",11/04/2015
3058,1444,0,"NA
",11/04/2015
3059,1450,0,"NA
",11/04/2015
3060,1469,0,"NA
",11/04/2015
3061,1474,>1,"NA
",11/04/2015
3062,1458,0,"NA
",11/04/2015
3063,1459,<1,"NA
",11/04/2015
3064,1465,<2,"NA
",11/04/2015
3065,913,<2,"NA
",11/04/2015
3066,1626,0,"NA
",11/04/2015
3067,807,<1,"NA
",11/04/2015
3068,1649,0,"NA
",11/04/2015
3069,713,0,"NA
",11/04/2015
3070,637,<1,"NA
",11/04/2015
3071,1493,0,"NA
",11/04/2015
3072,1546,<2,"NA
",11/04/2015
3073,1437,0,"NA
",11/04/2015
3074,1448,0,"NA
",11/04/2015
3075,1452,<2,"NA
",11/04/2015
3076,442,0,"NA
",11/04/2015
3077,436,0,"NA
",11/04/2015
3078,444,<1,"NA
",11/04/2015
3079,445,>1,"NA
",11/04/2015
3080,175,0,"NA
",11/04/2015
3081,182,0,"NA
",11/04/2015
3082,147,<1,"NA
",11/04/2015
3083,143,>1,"NA
",11/04/2015
3084,358,0,"NA
",11/04/2015
3085,363,<1,"NA
",11/04/2015
3086,364,<1,"NA
",11/04/2015
3087,370,0,"NA
",11/04/2015
3088,350,>1,"NA
",11/04/2015
3089,352,>1,"NA
",11/04/2015
3090,353,0,"NA
",11/04/2015
3091,355,0,"NA
",11/04/2015
3092,356,0,"NA
",11/04/2015
3093,748,<1,"NA
",11/04/2015
3094,15,>1,"NA
",11/04/2015
3095,12,<2,"NA
",11/04/2015
3096,14,>1,"NA
",11/04/2015
3097,2715,>1,"NA
",11/04/2015
3098,1944,<2,"NA
",11/04/2015
3099,190,>1,"NA
",11/04/2015
3100,188,>3,"NA
",11/04/2015
3101,193,0,"NA
",11/04/2015
3102,194,>1,"NA
",11/04/2015
3103,1163,<2,"NA
",11/04/2015
3104,1162,<3,"NA
",11/04/2015
3105,2040,0,"NA
",11/04/2015
3106,2033,0,"NA
",11/04/2015
3107,197,<3,"NA
",11/04/2015
3108,209,<2,"NA
",11/04/2015
3109,2007,<1,"NA
",11/04/2015
3110,2012,<2,"NA
",11/04/2015
3111,436,<1,"NA
",11/04/2015
3112,444,>1,"NA
",11/04/2015
3113,445,0,"NA
",11/04/2015
3114,175,>1,"NA
",11/04/2015
3115,143,<3,"NA
",11/04/2015
3116,363,0,"NA
",11/04/2015
3117,364,0,"NA
",11/04/2015
3118,350,0,"NA
",11/04/2015
3119,11,>1,"NA
",11/04/2015
3120,10,<1,"NA
",11/04/2015
3121,1317,<2,"NA
",13/04/2015
3122,1313,0,"NA
",13/04/2015
3123,1314,0,"NA
",13/04/2015
3124,949,0,"NA
",13/04/2015
3125,1303,0,"NA
",13/04/2015
3126,1304,0,"NA
",13/04/2015
3127,1306,0,"NA
",13/04/2015
3128,1307,0,"NA
",13/04/2015
3129,1211,>1,"NA
",13/04/2015
3130,1215,<1,"NA
",13/04/2015
3131,694,<3,"NA
",14/04/2015
3132,693,0,"NA
",14/04/2015
3133,726,0,"NA
",14/04/2015
3134,727,0,"NA
",14/04/2015
3135,1417,0,"NA
",14/04/2015
3136,1420,<1,"NA
",14/04/2015
3137,761,0,"NA
",14/04/2015
3138,756,<1,"NA
",14/04/2015
3139,1333,0,"NA
",14/04/2015
3140,1351,0,"NA
",14/04/2015
3141,1352,0,"NA
",14/04/2015
3142,1356,0,"NA
",14/04/2015
3143,1361,>1,"NA
",14/04/2015
3144,1524,0,"NA
",14/04/2015
3145,1531,0,"NA
",14/04/2015
3146,1532,>1,"NA
",14/04/2015
3147,1544,>1,"NA
",14/04/2015
3148,1488,<2,"NA
",14/04/2015
3149,1491,<1,"NA
",14/04/2015
3150,1542,0,"NA
",14/04/2015
3151,1677,0,"NA
",14/04/2015
3152,1679,0,"NA
",14/04/2015
3153,1683,0,"NA
",14/04/2015
3154,1690,>1,"NA
",14/04/2015
3155,1702,0,"NA
",14/04/2015
3156,1704,<1,"NA
",14/04/2015
3157,1707,0,"NA
",14/04/2015
3158,925,<1,"NA
",14/04/2015
3159,1483,0,"NA
",14/04/2015
3160,1484,0,"NA
",14/04/2015
3161,1697,0,"NA
",14/04/2015
3162,119,>1,"NA
",14/04/2015
3163,130,<3,"NA
",14/04/2015
3164,127,>1,"NA
",14/04/2015
3165,128,<3,"NA
",14/04/2015
3166,1466,<2,"NA
",14/04/2015
3167,104,0,"NA
",14/04/2015
3168,116,>3,"NA
",14/04/2015
3169,1740,>1,"NA
",14/04/2015
3170,1746,0,"NA
",14/04/2015
3171,1748,0,"NA
",14/04/2015
3172,1749,0,"NA
",14/04/2015
3173,1759,<1,"NA
",14/04/2015
3174,1719,0,"NA
",14/04/2015
3175,1722,<1,"NA
",14/04/2015
3176,1731,>1,"NA
",14/04/2015
3177,1736,<4,"NA
",14/04/2015
3178,1737,<4,"NA
",14/04/2015
3179,1426,<3,"NA
",14/04/2015
3180,1427,<1,"NA
",14/04/2015
3181,1444,>1,"NA
",14/04/2015
3182,1450,0,"NA
",14/04/2015
3183,1469,>1,"NA
",14/04/2015
3184,1474,<2,"NA
",14/04/2015
3185,1458,0,"NA
",14/04/2015
3186,1459,<1,"NA
",14/04/2015
3187,1465,<2,"NA
",14/04/2015
3188,913,<2,"NA
",14/04/2015
3189,1626,<1,"NA
",14/04/2015
3190,807,>1,"NA
",14/04/2015
3191,1649,0,"NA
",14/04/2015
3192,713,>1,"NA
",14/04/2015
3193,637,0,"NA
",14/04/2015
3194,1493,<3,"NA
",14/04/2015
3195,1546,<2,"NA
",14/04/2015
3196,2718,<1,"NA
",14/04/2015
3197,1437,0,"NA
",14/04/2015
3198,1448,<2,"NA
",14/04/2015
3199,1452,0,"NA
",14/04/2015
3200,764,0,"NA
",14/04/2015
3201,767,0,"NA
",14/04/2015
3202,442,0,"NA
",14/04/2015
3203,436,<1,"NA
",14/04/2015
3204,444,>1,"NA
",14/04/2015
3205,445,0,"NA
",14/04/2015
3206,175,>1,"NA
",14/04/2015
3207,182,0,"NA
",14/04/2015
3208,147,<1,"NA
",14/04/2015
3209,185,<2,"NA
",14/04/2015
3210,143,<3,"NA
",14/04/2015
3211,184,0,"NA
",14/04/2015
3212,358,0,"NA
",14/04/2015
3213,363,0,"NA
",14/04/2015
3214,364,0,"NA
",14/04/2015
3215,370,0,"NA
",14/04/2015
3216,350,0,"NA
",14/04/2015
3217,352,>1,"NA
",14/04/2015
3218,353,0,"NA
",14/04/2015
3219,355,0,"NA
",14/04/2015
3220,1225,0,"NA
",13/04/2015
3221,1234,0,"NA
",13/04/2015
3222,1242,<2,"NA
",13/04/2015
3223,1244,0,"NA
",13/04/2015
3224,1258,0,"NA
",13/04/2015
3225,1260,0,"NA
",13/04/2015
3226,1262,0,"NA
",13/04/2015
3227,1269,0,"NA
",13/04/2015
3228,1273,0,"NA
",13/04/2015
3229,1319,>1,"NA
",13/04/2015
3230,1321,0,"NA
",13/04/2015
3231,1322,>2,"NA
",13/04/2015
3232,1324,>2,"NA
",13/04/2015
3233,46,0,"NA
",13/04/2015
3234,47,>1,"NA
",13/04/2015
3235,49,<1,"NA
",13/04/2015
3236,61,<2,"NA
",13/04/2015
3237,1083,0,"NA
",13/04/2015
3238,1091,0,"NA
",13/04/2015
3239,1125,>1,"NA
",13/04/2015
3240,1128,<1,"NA
",13/04/2015
3241,898,0,"NA
",13/04/2015
3242,1203,0,"NA
",13/04/2015
3243,1205,<2,"NA
",13/04/2015
3244,1208,>2,"NA
",13/04/2015
3245,1143,>2,"NA
",13/04/2015
3246,1177,0,"NA
",13/04/2015
3247,1274,>1,"NA
",13/04/2015
3248,1134,0,"NA
",13/04/2015
3249,1137,0,"NA
",13/04/2015
3250,1180,>2,"NA
",13/04/2015
3251,1067,<1,"NA
",13/04/2015
3252,889,<2,"NA
",13/04/2015
3253,996,0,"NA
",13/04/2015
3254,962,<1,"NA
",13/04/2015
3255,1550,0,"NA
",13/04/2015
3256,1552,0,"NA
",13/04/2015
3257,842,>1,"NA
",13/04/2015
3258,843,<1,"NA
",13/04/2015
3259,844,<2,"NA
",13/04/2015
3260,1555,0,"NA
",13/04/2015
3261,237,>1,"NA
",13/04/2015
3262,230,<1,"NA
",13/04/2015
3263,1564,0,"NA
",13/04/2015
3264,1573,0,"NA
",13/04/2015
3265,854,<1,"NA
",13/04/2015
3266,856,>1,"NA
",13/04/2015
3267,2153,0,"NA
",13/04/2015
3268,1576,>1,"NA
",13/04/2015
3269,1577,0,"NA
",13/04/2015
3270,1580,<1,"NA
",13/04/2015
3271,2717,>1,"NA
",13/04/2015
3272,300,0,"NA
",13/04/2015
3273,302,0,"NA
",13/04/2015
3274,1270,0,"NA
",13/04/2015
3275,1271,0,"NA
",13/04/2015
3276,304,<2,"NA
",13/04/2015
3277,305,0,"NA
",13/04/2015
3278,1781,<1,"NA
",13/04/2015
3279,1609,<1,"NA
",13/04/2015
3280,1787,<2,"NA
",13/04/2015
3281,1788,>1,"NA
",13/04/2015
3282,258,<1,"NA
",13/04/2015
3283,270,0,"NA
",13/04/2015
3284,278,0,"NA
",13/04/2015
3285,281,0,"NA
",13/04/2015
3286,277,0,"NA
",13/04/2015
3287,322,0,"NA
",13/04/2015
3288,324,0,"NA
",13/04/2015
3289,325,<1,"NA
",13/04/2015
3290,326,0,"NA
",13/04/2015
3291,579,0,"NA
",13/04/2015
3292,580,0,"NA
",13/04/2015
3293,581,0,"NA
",13/04/2015
3294,582,>1,"NA
",13/04/2015
3295,137,0,"NA
",13/04/2015
3296,138,0,"NA
",13/04/2015
3297,139,0,"NA
",13/04/2015
3298,140,0,"NA
",13/04/2015
3299,600,0,"NA
",13/04/2015
3300,601,0,"NA
",13/04/2015
3301,602,<2,"NA
",13/04/2015
3302,606,0,"NA
",13/04/2015
3303,607,0,"NA
",13/04/2015
3304,608,0,"NA
",13/04/2015
3305,609,0,"NA
",13/04/2015
3306,460,<2,"NA
",13/04/2015
3307,465,<1,"NA
",13/04/2015
3308,469,<1,"NA
",13/04/2015
3309,477,>2,"NA
",13/04/2015
3310,478,>1,"NA
",13/04/2015
3311,473,0,"NA
",13/04/2015
3312,476,>2,"NA
",13/04/2015
3313,468,0,"NA
",13/04/2015
3314,26,>1,"NA
",13/04/2015
3315,27,<2,"NA
",13/04/2015
3316,4,>3,"NA
",13/04/2015
3317,2,<1,"NA
",13/04/2015
3318,3,<1,"NA
",13/04/2015
3319,564,0,"NA
",13/04/2015
3320,559,<1,"NA
",13/04/2015
3321,572,<3,"NA
",13/04/2015
3322,5,>3,"NA
",13/04/2015
3323,1621,>1,"NA
",14/04/2015
3324,1423,<3,"NA
",14/04/2015
3325,639,0,"NA
",14/04/2015
3326,1374,<1,"NA
",14/04/2015
3327,657,>1,"NA
",14/04/2015
3328,652,>1,"NA
",14/04/2015
3329,80,<2,"NA
",14/04/2015
3330,83,0,"NA
",14/04/2015
3331,88,<3,"NA
",14/04/2015
3332,89,0,"NA
",14/04/2015
3333,90,0,"NA
",14/04/2015
3334,93,0,"NA
",14/04/2015
3335,94,0,"NA
",14/04/2015
3336,95,>3,"NA
",14/04/2015
3337,96,<1,"NA
",14/04/2015
3338,97,<1,"NA
",14/04/2015
3339,98,>1,"NA
",14/04/2015
3340,69,>1,"NA
",14/04/2015
3341,77,<1,"NA
",14/04/2015
3342,356,0,"NA
",14/04/2015
3343,748,<1,"NA
",14/04/2015
3344,15,<2,"NA
",14/04/2015
3345,12,<3,"NA
",14/04/2015
3346,14,<2,"NA
",14/04/2015
3347,2715,<1,"NA
",14/04/2015
3348,1944,<1,"NA
",14/04/2015
3349,190,<1,"NA
",14/04/2015
3350,188,>3,"NA
",14/04/2015
3351,193,0,"NA
",14/04/2015
3352,194,0,"NA
",14/04/2015
3353,839,0,"NA
",14/04/2015
3354,1989,0,"NA
",14/04/2015
3355,1991,0,"NA
",14/04/2015
3356,1100,<1,"NA
",14/04/2015
3357,1101,>3,"NA
",14/04/2015
3358,1096,0,"NA
",14/04/2015
3359,1969,0,"NA
",14/04/2015
3360,1104,<2,"NA
",14/04/2015
3361,827,0,"NA
",14/04/2015
3362,828,0,"NA
",14/04/2015
3363,829,<2,"NA
",14/04/2015
3364,830,0,"NA
",14/04/2015
3365,900,<1,"NA
",14/04/2015
3366,1163,<3,"NA
",14/04/2015
3367,1162,>3,"NA
",14/04/2015
3368,2040,0,"NA
",14/04/2015
3369,2033,0,"NA
",14/04/2015
3370,197,<4,"NA
",14/04/2015
3371,209,<3,"NA
",14/04/2015
3372,2007,>1,"NA
",14/04/2015
3373,2009,0,"NA
",14/04/2015
3374,2012,>2,"NA
",14/04/2015
3375,2013,>3,"NA
",14/04/2015
3376,202,<1,"NA
",14/04/2015
3377,11,<2,"NA
",14/04/2015
3378,10,<1,"NA
",14/04/2015
3379,345,<2,"NA
",15/04/2015
3380,349,0,"NA
",15/04/2015
3381,2719,0,"NA
",15/04/2015
3382,1279,0,"NA
",15/04/2015
3383,1403,0,"NA
",15/04/2015
3384,1405,>1,"NA
",15/04/2015
3385,1083,0,"NA
",15/04/2015
3386,1067,<1,"NA
",15/04/2015
3387,1184,<1,"NA
",15/04/2015
3388,30,<3,"NA
",15/04/2015
3389,34,0,"NA
",15/04/2015
3390,28,<1,"NA
",15/04/2015
3391,29,<4,"NA
",15/04/2015
3392,31,<1,"NA
",15/04/2015
3393,890,<3,"NA
",15/04/2015
3394,891,<1,"NA
",15/04/2015
3395,895,<3,"NA
",15/04/2015
3396,1399,<2,"NA
",15/04/2015
3397,1390,0,"NA
",15/04/2015
3398,991,<2,"NA
",15/04/2015
3399,1662,0,"NA
",15/04/2015
3400,1670,0,"NA
",15/04/2015
3401,889,<2,"NA
",15/04/2015
3402,1016,<2,"NA
",15/04/2015
3403,870,0,"NA
",15/04/2015
3404,872,>1,"NA
",15/04/2015
3405,880,<2,"NA
",15/04/2015
3406,897,0,"NA
",15/04/2015
3407,1674,<2,"NA
",15/04/2015
3408,1003,>1,"NA
",15/04/2015
3409,937,0,"NA
",15/04/2015
3410,942,<3,"NA
",15/04/2015
3411,996,0,"NA
",15/04/2015
3412,1014,>3,"NA
",15/04/2015
3413,1018,0,"NA
",15/04/2015
3414,1020,0,"NA
",15/04/2015
3415,1667,0,"NA
",15/04/2015
3416,962,<2,"NA
",15/04/2015
3417,1550,0,"NA
",15/04/2015
3418,1552,<1,"NA
",15/04/2015
3419,842,<2,"NA
",15/04/2015
3420,843,0,"NA
",15/04/2015
3421,844,<1,"NA
",15/04/2015
3422,1555,0,"NA
",15/04/2015
3423,237,0,"NA
",15/04/2015
3424,230,>2,"NA
",15/04/2015
3425,1564,<2,"NA
",15/04/2015
3426,1570,0,"NA
",15/04/2015
3427,1573,0,"NA
",15/04/2015
3428,854,>2,"NA
",15/04/2015
3429,856,<3,"NA
",15/04/2015
3430,2153,<1,"NA
",15/04/2015
3431,970,0,"NA
",15/04/2015
3432,2149,<1,"NA
",15/04/2015
3433,983,<1,"NA
",15/04/2015
3434,973,>1,"NA
",15/04/2015
3435,974,<2,"NA
",15/04/2015
3436,1576,>1,"NA
",15/04/2015
3437,1577,0,"NA
",15/04/2015
3438,1580,0,"NA
",15/04/2015
3439,1581,0,"NA
",15/04/2015
3440,2717,>2,"NA
",15/04/2015
3441,300,<2,"NA
",15/04/2015
3442,302,<4,"NA
",15/04/2015
3443,304,<4,"NA
",15/04/2015
3444,305,0,"NA
",15/04/2015
3445,1613,0,"NA
",15/04/2015
3446,1781,<2,"NA
",15/04/2015
3447,1609,0,"NA
",15/04/2015
3448,1787,<1,"NA
",15/04/2015
3449,1788,<1,"NA
",15/04/2015
3450,1615,>2,"NA
",15/04/2015
3451,1616,0,"NA
",15/04/2015
3452,258,>1,"NA
",15/04/2015
3453,270,>1,"NA
",15/04/2015
3454,278,<3,"NA
",15/04/2015
3455,281,0,"NA
",15/04/2015
3456,277,0,"NA
",15/04/2015
3457,1584,0,"NA
",15/04/2015
3458,1585,<1,"NA
",15/04/2015
3459,1586,0,"NA
",15/04/2015
3460,1,>3,"NA
",15/04/2015
3461,549,0,"NA
",15/04/2015
3462,300,0,"NA
",15/04/2015
3463,302,<2,"NA
",15/04/2015
3464,6,>3,"NA
",15/04/2015
3465,7,>1,"NA
",15/04/2015
3466,857,<1,"NA
",15/04/2015
3467,1943,<1,"NA
",16/04/2015
3468,1963,0,"NA
",16/04/2015
3469,1964,0,"NA
",16/04/2015
3470,1968,0,"NA
",16/04/2015
3471,837,0,"NA
",16/04/2015
3472,1990,<2,"NA
",16/04/2015
3473,1971,0,"NA
",16/04/2015
3474,1093,>2,"NA
",16/04/2015
3475,2057,<3,"NA
",16/04/2015
3476,2068,<1,"NA
",16/04/2015
3477,16,>3,"NA
",16/04/2015
3478,17,<2,"NA
",16/04/2015
3479,21,0,"NA
",16/04/2015
3480,22,<3,"NA
",16/04/2015
3481,19,<1,"NA
",16/04/2015
3482,1400,<1,"NA
",15/04/2015
3483,1401,0,"NA
",15/04/2015
3484,1423,>3,"NA
",17/04/2015
3485,639,0,"NA
",17/04/2015
3486,1374,0,"NA
",17/04/2015
3487,657,>3,"NA
",17/04/2015
3488,652,<2,"NA
",17/04/2015
3489,80,>3,"NA
",17/04/2015
3490,83,0,"NA
",17/04/2015
3491,88,>3,"NA
",17/04/2015
3492,89,0,"NA
",17/04/2015
3493,90,0,"NA
",17/04/2015
3494,20,0,"NA
",16/04/2015
3495,23,>3,"NA
",16/04/2015
3496,93,0,"NA
",17/04/2015
3497,94,0,"NA
",17/04/2015
3498,95,>3,"NA
",17/04/2015
3499,96,<3,"NA
",17/04/2015
3500,97,<2,"NA
",17/04/2015
3501,98,>3,"NA
",17/04/2015
3502,69,<2,"NA
",17/04/2015
3503,77,<3,"NA
",17/04/2015
3504,92,0,"NA
",17/04/2015
3505,694,>3,"NA
",17/04/2015
3506,693,<3,"NA
",17/04/2015
3507,726,0,"NA
",17/04/2015
3508,727,0,"NA
",17/04/2015
3509,1417,0,"NA
",17/04/2015
3510,1420,0,"NA
",17/04/2015
3511,761,0,"NA
",17/04/2015
3512,756,<1,"NA
",17/04/2015
3513,764,0,"NA
",17/04/2015
3514,767,<2,"NA
",17/04/2015
3515,1333,0,"NA
",17/04/2015
3516,1351,<1,"NA
",17/04/2015
3517,1352,<1,"NA
",17/04/2015
3518,1356,0,"NA
",17/04/2015
3519,1361,>3,"NA
",17/04/2015
3520,1524,>1,"NA
",17/04/2015
3521,1531,<1,"NA
",17/04/2015
3522,1532,<1,"NA
",17/04/2015
3523,1544,<3,"NA
",17/04/2015
3524,1488,<4,"NA
",17/04/2015
3525,1491,<1,"NA
",17/04/2015
